Category,Journal Name,ISSN,EISSN,Tier (Zone),Is Top
Computer Science,Cluster Computing-The Journal of Networks Software Tools and Applications,1386-7857,1573-7543,3 区,No
Computer Science,APPLIED INTELLIGENCE,0924-669X,1573-7497,3 区,No
Computer Science,COMPUTER-AIDED DESIGN,0010-4485,1879-2685,3 区,No
Computer Science,IEEE Access,2169-3536,2169-3536,3 区,No
Computer Science,IEEE Open Journal of Vehicular Technology,-,2644-1330,3 区,No
Computer Science,IEEE MICROWAVE MAGAZINE,1527-3342,1557-9581,3 区,No
Computer Science,AI Open,-,2666-6510,3 区,No
Computer Science,Proceedings of the ACM on Measurement and Analysis of Computing Systems,-,2476-1249,3 区,No
Computer Science,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,1076-9757,1943-5037,3 区,No
Computer Science,IEEE Transactions on Sustainable Computing,2377-3782,2377-3782,3 区,No
Computer Science,MECHATRONICS,0957-4158,0957-4158,3 区,No
Computer Science,Journal of Network and Systems Management,1064-7570,1573-7705,3 区,No
Computer Science,Future Internet,1999-5903,1999-5903,3 区,No
Computer Science,IEEE INTERNET COMPUTING,1089-7801,1941-0131,3 区,No
Computer Science,JOURNAL OF CRYPTOLOGY,0933-2790,1432-1378,3 区,No
Computer Science,Semantic Web,1570-0844,2210-4968,3 区,No
Computer Science,ACM Transactions on Sensor Networks,1550-4859,1550-4867,3 区,No
Computer Science,Computers,2073-431X,2073-431X,3 区,No
Computer Science,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,1049-8923,1099-1239,3 区,No
Computer Science,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,1434-8411,1618-0399,3 区,No
Computer Science,IEEE TRANSACTIONS ON NETWORKING,1063-6692,1558-2566,3 区,No
Computer Science,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,1386-145X,1573-1413,3 区,No
Computer Science,Universal Access in the Information Society,1615-5289,1615-5297,3 区,No
Computer Science,Journal of Sensor and Actuator Networks,-,2224-2708,3 区,No
Computer Science,ACM Transactions on Algorithms,1549-6325,1549-6333,3 区,No
Computer Science,Informatics-Basel,-,2227-9709,3 区,No
Computer Science,APPLIED ARTIFICIAL INTELLIGENCE,0883-9514,1087-6545,3 区,No
Computer Science,Multimodal Technologies and Interaction,-,2414-4088,3 区,No
Computer Science,SYSTEMS & CONTROL LETTERS,0167-6911,1872-7956,3 区,No
Computer Science,Journal of Imaging,-,2313-433X,3 区,No
Computer Science,AUTONOMOUS ROBOTS,0929-5593,1573-7527,3 区,No
Computer Science,ICT Express,2405-9595,2405-9595,3 区,No
Computer Science,EUROPEAN JOURNAL OF CONTROL,0947-3580,1435-5671,3 区,No
Computer Science,TSINGHUA SCIENCE AND TECHNOLOGY,1007-0214,1878-7606,3 区,No
Computer Science,Automated Software Engineering,0928-8910,1573-7535,3 区,No
Computer Science,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,0308-1079,1563-5104,3 区,No
Computer Science,ACM Transactions on Computing for Healthcare,2691-1957,2637-8051,3 区,No
Computer Science,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,0743-7315,1096-0848,3 区,No
Computer Science,Foundations and Trends in Computer Graphics and Vision,1572-2740,1572-2759,3 区,No
Computer Science,Information and Computer Security,2056-4961,2056-4961,3 区,No
Computer Science,COMPUTER VISION AND IMAGE UNDERSTANDING,1077-3142,1090-235X,3 区,No
Computer Science,Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,0925-9724,1573-7551,3 区,No
Computer Science,International Journal of Interactive Multimedia and Artificial Intelligence,1989-1660,1989-1660,3 区,No
Computer Science,Information,-,2078-2489,3 区,No
Computer Science,NEW GENERATION COMPUTING,0288-3635,1882-7055,3 区,No
Computer Science,CONNECTION SCIENCE,0954-0091,1360-0494,3 区,No
Computer Science,MULTIMEDIA SYSTEMS,0942-4962,1432-1882,3 区,No
Computer Science,Memetic Computing,1865-9284,1865-9292,3 区,No
Computer Science,Applied System Innovation,-,2571-5577,3 区,No
Computer Science,Applied Network Science,-,2364-8228,3 区,No
Computer Science,ACM SIGCOMM Computer Communication Review,0146-4833,1943-5819,3 区,No
Computer Science,Cryptography,-,2410-387X,3 区,No
Computer Science,ACM Journal of Data and Information Quality,1936-1955,1936-1955,3 区,No
Computer Science,ASIAN JOURNAL OF CONTROL,1561-8625,1934-6093,3 区,No
Computer Science,China Communications,1673-5447,-,3 区,No
Computer Science,IEEE Journal on Exploratory Solid-State Computational Devices and Circuits,2329-9231,2329-9231,3 区,No
Computer Science,Frontiers in Computer Science,-,2624-9898,3 区,No
Computer Science,JOURNAL OF COMMUNICATIONS AND NETWORKS,1229-2370,1976-5541,3 区,No
Computer Science,COMPUTERS & GRAPHICS-UK,0097-8493,1873-7684,3 区,No
Computer Science,ACM Transactions on Applied Perception,1544-3558,1544-3965,3 区,No
Computer Science,Journal of Real-Time Image Processing,1861-8200,1861-8219,3 区,No
Computer Science,ACM Transactions on Cyber-Physical Systems,2378-962X,2378-9638,3 区,No
Computer Science,MACHINE LEARNING,0885-6125,1573-0565,3 区,No
Computer Science,ACM Transactions on Privacy and Security,2471-2566,2471-2574,3 区,No
Computer Science,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,1047-3203,1095-9076,3 区,No
Computer Science,IEEE Consumer Electronics Magazine,2162-2248,2162-2256,3 区,No
Computer Science,CHINESE JOURNAL OF ELECTRONICS,1022-4653,2075-5597,3 区,No
Computer Science,VLDB JOURNAL,1066-8888,0949-877X,3 区,No
Computer Science,Journal on Multimodal User Interfaces,1783-7677,1783-8738,3 区,No
Computer Science,Journal of Grid Computing,1570-7873,1572-9184,3 区,No
Computer Science,EURASIP Journal on Audio Speech and Music Processing,1687-4722,1687-4722,3 区,No
Computer Science,Language Resources and Evaluation,1574-020X,1574-0218,3 区,No
Computer Science,Frontiers in Blockchain,2624-7852,2624-7852,3 区,No
Computer Science,IEEE MICRO,0272-1732,1937-4143,3 区,No
Computer Science,Optical Switching and Networking,1573-4277,1872-9770,3 区,No
Computer Science,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,0884-8173,1098-111X,3 区,No
Computer Science,ACM Transactions on Modeling and Computer Simulation,1049-3301,1558-1195,3 区,No
Computer Science,COMPUTER GRAPHICS FORUM,0167-7055,1467-8659,3 区,No
Computer Science,Digital Threats: Research and Practice,2692-1626,2576-5337,3 区,No
Computer Science,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,0278-0070,1937-4151,3 区,No
Computer Science,Network Science,2050-1242,2050-1250,3 区,No
Computer Science,Robotic Intelligence and Automation,2754-6969,2754-6977,3 区,No
Computer Science,VISUAL COMPUTER,0178-2789,1432-2315,3 区,No
Computer Science,COMPUTER STANDARDS & INTERFACES,0920-5489,1872-7018,3 区,No
Computer Science,IEEE Transactions on Games,2475-1502,2475-1510,3 区,No
Computer Science,Frontiers in Neurorobotics,1662-5218,1662-5218,3 区,No
Computer Science,Software and Systems Modeling,1619-1366,1619-1374,3 区,No
Computer Science,COMMUNICATIONS OF THE ACM,0001-0782,1557-7317,3 区,No
Computer Science,ACM Journal on Computing and Cultural Heritage,1556-4673,1556-4711,3 区,No
Computer Science,High-Confidence Computing,-,2667-2952,3 区,No
Computer Science,ACM Transactions on Reconfigurable Technology and Systems,1936-7406,1936-7414,3 区,No
Computer Science,Machine Learning and Knowledge Extraction,-,2504-4990,3 区,No
Computer Science,Applied Computational Intelligence and Soft Computing,1687-9724,1687-9732,3 区,No
Computer Science,Proceedings of the ACM on Computer Graphics and Interactive Techniques,-,2577-6193,3 区,No
Computer Science,SIAM JOURNAL ON COMPUTING,0097-5397,1095-7111,3 区,No
Computer Science,International Journal of Intelligent Computing and Cybernetics,1756-378X,1756-3798,3 区,No
Computer Science,Big Data Research,2214-5796,2214-5796,3 区,No
Computer Science,SOFTWARE-PRACTICE & EXPERIENCE,0038-0644,1097-024X,3 区,No
Computer Science,JOURNAL OF MACHINE LEARNING RESEARCH,1532-4435,-,3 区,No
Computer Science,NATURAL LANGUAGE PROCESSING,1351-3249,1469-8110,3 区,No
Computer Science,ROBOTICA,0263-5747,1469-8668,3 区,No
Computer Science,IEEE SECURITY & PRIVACY,1540-7993,1558-4046,3 区,No
Computer Science,KNOWLEDGE AND INFORMATION SYSTEMS,0219-1377,0219-3116,3 区,No
Computer Science,International Journal of Computational Intelligence Systems,1875-6891,1875-6883,3 区,No
Computer Science,International Journal of Arts and Technology,1754-8853,1754-8861,3 区,No
Computer Science,Bioinspiration & Biomimetics,1748-3182,1748-3190,3 区,No
Computer Science,Cybersecurity,2523-3246,2523-3246,3 区,No
Computer Science,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,1598-6446,2005-4092,3 区,No
Computer Science,Forensic Science International-Digital Investigation,-,2666-2817,3 区,No
Computer Science,International Journal of Software Science and Computational Intelligence-IJSSCI,1942-9045,1942-9037,3 区,No
Computer Science,International Journal of Machine Learning and Cybernetics,1868-8071,1868-808X,3 区,No
Computer Science,Security and Privacy,2475-6725,2475-6725,3 区,No
Computer Science,IEEE PERVASIVE COMPUTING,1536-1268,1558-2590,3 区,No
Computer Science,International Journal of Web Information Systems,1744-0084,1744-0092,3 区,No
Computer Science,ACM Journal on Emerging Technologies in Computing Systems,1550-4832,1550-4840,3 区,No
Computer Science,Journal of Mathematical Cryptology,1862-2976,1862-2984,3 区,No
Computer Science,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,0899-9457,1098-1098,3 区,No
Computer Science,ACM TRANSACTIONS ON DATABASE SYSTEMS,0362-5915,1557-4644,3 区,No
Computer Science,Peer-to-Peer Networking and Applications,1936-6442,1936-6450,3 区,No
Computer Science,Journal of Artificial Intelligence and Soft Computing Research,2083-2567,2449-6499,3 区,No
Computer Science,International Journal of Data Science and Analytics,2364-415X,2364-4168,3 区,No
Computer Science,COMPUTER,0018-9162,1558-0814,3 区,No
Computer Science,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,0921-0296,1573-0409,3 区,No
Computer Science,SIGNAL PROCESSING-IMAGE COMMUNICATION,0923-5965,1879-2677,3 区,No
Computer Science,Kunstliche Intelligenz,0933-1875,1610-1987,3 区,No
Computer Science,Intelligent Computing,-,2771-5892,3 区,No
Computer Science,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,1387-2532,1573-7454,3 区,No
Computer Science,International Journal of Network Management,1055-7148,1099-1190,3 区,No
Computer Science,GEOINFORMATICA,1384-6175,1573-7624,3 区,No
Computer Science,Frontiers in Big Data,-,2624-909X,3 区,No
Computer Science,INTERACTING WITH COMPUTERS,0953-5438,1873-7951,3 区,No
Computer Science,Discover Computing,2948-2984,2948-2992,3 区,No
Computer Science,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,0988-3754,2804-7346,3 区,No
Computer Science,Network,-,2673-8732,3 区,No
Computer Science,JOURNAL OF CLASSIFICATION,0176-4268,1432-1343,3 区,No
Computer Science,Progress in Artificial Intelligence,2192-6352,2192-6360,3 区,No
Computer Science,KNOWLEDGE ENGINEERING REVIEW,0269-8889,1469-8005,3 区,No
Computer Science,JOURNAL OF SUPERCOMPUTING,0920-8542,1573-0484,3 区,No
Computer Science,COMPUTER AIDED GEOMETRIC DESIGN,0167-8396,1879-2332,3 区,No
Computer Science,Evolving Systems,1868-6478,1868-6486,3 区,No
Computer Science,EVOLUTIONARY COMPUTATION,1063-6560,1530-9304,3 区,No
Computer Science,PeerJ Computer Science,-,2376-5992,3 区,No
Computer Science,Electronics,2079-9292,2079-9292,3 区,No
Computer Science,INFORMATICA,0868-4952,1822-8844,3 区,No
Computer Science,OPTICAL FIBER TECHNOLOGY,1068-5200,1095-9912,3 区,No
Computer Science,Human-centric Computing and Information Sciences,-,2192-1962,3 区,No
Computer Science,ACM Transactions on Embedded Computing Systems,1539-9087,1558-3465,3 区,No
Computer Science,Intelligent Service Robotics,1861-2776,1861-2784,3 区,No
Computer Science,COMPUTING,0010-485X,1436-5057,3 区,No
Computer Science,NEURAL COMPUTATION,0899-7667,1530-888X,3 区,No
Computer Science,ACM Transactions on Computation Theory,1942-3454,1942-3462,3 区,No
Computer Science,SoftwareX,2352-7110,2352-7110,3 区,No
Computer Science,ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,0164-0925,1558-4593,3 区,No
Computer Science,ENGINEERING INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING,2095-9184,2095-9230,3 区,No
Computer Science,Journal of Systems Engineering and Electronics,1004-4132,1004-4132,3 区,No
Computer Science,SOFT COMPUTING,1432-7643,1433-7479,4 区,No
Computer Science,International Journal of Multimedia Information Retrieval,2192-6611,2192-662X,4 区,No
Computer Science,NEURAL PROCESSING LETTERS,1370-4621,1573-773X,4 区,No
Computer Science,IEEE MULTIMEDIA,1070-986X,1941-0166,4 区,No
Computer Science,Computer Science and Information Systems,1820-0214,2406-1018,4 区,No
Computer Science,EXPERT SYSTEMS,0266-4720,1468-0394,4 区,No
Computer Science,FORMAL METHODS IN SYSTEM DESIGN,0925-9856,1572-8102,4 区,No
Computer Science,IEEE Journal on Selected Areas in Information Theory,-,2641-8770,4 区,No
Computer Science,Industrial Robot-The International Journal of Robotics Research and Application,0143-991X,1758-5791,4 区,No
Computer Science,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,1094-3420,1741-2846,4 区,No
Computer Science,PARALLEL COMPUTING,0167-8191,1872-7336,4 区,No
Computer Science,FORMAL ASPECTS OF COMPUTING,0934-5043,1433-299X,4 区,No
Computer Science,Signal Image and Video Processing,1863-1703,1863-1711,4 区,No
Computer Science,ACM Transactions on Architecture and Code Optimization,1544-3566,1544-3973,4 区,No
Computer Science,IET Control Theory and Applications,1751-8644,1751-8652,4 区,No
Computer Science,JOURNAL OF NEW MUSIC RESEARCH,0929-8215,1744-5027,4 区,No
Computer Science,Evolutionary Intelligence,1864-5909,1864-5917,4 区,No
Computer Science,Data,-,2306-5729,4 区,No
Computer Science,MICROPROCESSORS AND MICROSYSTEMS,0141-9331,1872-9436,4 区,No
Computer Science,CCF Transactions on Pervasive Computing and Interaction,2524-521X,2524-5228,4 区,No
Computer Science,GRAPHICAL MODELS,1524-0703,1524-0711,4 区,No
Computer Science,SCIENCE OF COMPUTER PROGRAMMING,0167-6423,1872-7964,4 区,No
Computer Science,SOFTWARE QUALITY JOURNAL,0963-9314,1573-1367,4 区,No
Computer Science,Swarm Intelligence,1935-3812,1935-3820,4 区,No
Computer Science,Information Visualization,1473-8716,1473-8724,4 区,No
Computer Science,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,0890-6327,1099-1115,4 区,No
Computer Science,MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,0932-4194,1435-568X,4 区,No
Computer Science,COMPUTATIONAL COMPLEXITY,1016-3328,1420-8954,4 区,No
Computer Science,Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,1936-2447,1936-2455,4 区,No
Computer Science,Transactions on Emerging Telecommunications Technologies,2161-3915,2161-3915,4 区,No
Computer Science,MACHINE VISION AND APPLICATIONS,0932-8092,1432-1769,4 区,No
Computer Science,Journal of Object Technology,1660-1769,-,4 区,No
Computer Science,New Review of Hypermedia and Multimedia,1361-4568,1740-7842,4 区,No
Computer Science,ADAPTIVE BEHAVIOR,1059-7123,1741-2633,4 区,No
Computer Science,Physical Communication,1874-4907,1874-4907,4 区,No
Computer Science,IET Image Processing,1751-9659,1751-9667,4 区,No
Computer Science,IEEE Embedded Systems Letters,1943-0663,1943-0671,4 区,No
Computer Science,EURASIP Journal on Image and Video Processing,1687-5176,1687-5281,4 区,No
Computer Science,JOURNAL OF VISUALIZATION,1343-8875,1875-8975,4 区,No
Computer Science,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,0929-5585,1572-8080,4 区,No
Computer Science,ARTIFICIAL LIFE,1064-5462,1530-9185,4 区,No
Computer Science,IEEE Computer Architecture Letters,1556-6056,1556-6064,4 区,No
Computer Science,Advances in Data Analysis and Classification,1862-5347,1862-5355,4 区,No
Computer Science,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,4 区,No
Computer Science,Journal of Computer Languages,2665-9182,2590-1184,4 区,No
Computer Science,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0960-1295,1469-8072,4 区,No
Computer Science,ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3639,2376-3647,4 区,No
Computer Science,Problems of Information Transmission,0032-9460,1608-3253,4 区,No
Computer Science,International Journal of Humanoid Robotics,0219-8436,1793-6942,4 区,No
Computer Science,Journal of Information and Telecommunication,2475-1839,2475-1847,4 区,No
Computer Science,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,0142-3312,1477-0369,4 区,No
Computer Science,PRESENCE-Virtual and Augmented Reality,1054-7460,1531-3263,4 区,No
Computer Science,COMPUTER ANIMATION AND VIRTUAL WORLDS,1546-4261,1546-427X,4 区,No
Computer Science,WIRELESS PERSONAL COMMUNICATIONS,0929-6212,1572-834X,4 区,No
Computer Science,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,1084-4309,1557-7309,4 区,No
Computer Science,WIRELESS NETWORKS,1022-0038,1572-8196,4 区,No
Computer Science,Intelligence & Robotics,-,2770-3541,4 区,No
Computer Science,TELECOMMUNICATION SYSTEMS,1018-4864,1572-9451,4 区,No
Computer Science,ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,4 区,No
Computer Science,Scientific Annals of Computer Science,1843-8121,1843-8121,4 区,No
Computer Science,Big Data,-,2167-647X,4 区,No
Computer Science,Advances in Human-Computer Interaction,1687-5893,1687-5907,4 区,No
Computer Science,IEEE Canadian Journal of Electrical and Computer Engineering,-,2694-1783,4 区,No
Computer Science,IEEE SOFTWARE,0740-7459,1937-4194,4 区,No
Computer Science,ACM TRANSACTIONS ON COMPUTER SYSTEMS,0734-2071,1557-7333,4 区,No
Computer Science,Information Technology and Control,1392-124X,1392-124X,4 区,No
Computer Science,Foundations and Trends in Networking,1554-057X,1554-0588,4 区,No
Computer Science,PATTERN ANALYSIS AND APPLICATIONS,1433-7541,1433-755X,4 区,No
Computer Science,Information Security Journal,1939-3555,1939-3547,4 区,No
Computer Science,Journal of Cryptographic Engineering,2190-8508,2190-8516,4 区,No
Computer Science,JOURNAL OF HEURISTICS,1381-1231,1572-9397,4 区,No
Computer Science,KYBERNETIKA,0023-5954,-,4 区,No
Computer Science,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845,4 区,No
Computer Science,International Journal of Bio-Inspired Computation,1758-0366,1758-0374,4 区,No
Computer Science,ETRI JOURNAL,1225-6463,2233-7326,4 区,No
Computer Science,Data Technologies and Applications,2514-9288,2514-9318,4 区,No
Computer Science,IT Professional,1520-9202,1941-045X,4 区,No
Computer Science,IET Biometrics,2047-4938,2047-4946,4 区,No
Computer Science,REAL-TIME SYSTEMS,0922-6443,1573-1383,4 区,No
Computer Science,Journal of Intelligent Systems,0334-1860,2191-026X,4 区,No
Computer Science,ADVANCED ROBOTICS,0169-1864,1568-5535,4 区,No
