期刊名称,JCR_2024JIF,JCR_Quartile,JCR_JIF_rank,JCR_Category,CAS_分区,CAS_Top,CAS_OpenAccess,ISSN,EISSN,出版商,国家,EI_学科,数据来源
ANALES DE LA FACULTAD DE MEDICINA-UNIVERSIDAD DE LA REPUBLICA URUGUAY,<0.1,Q4,326/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",4,否,是,,,,,,JCR+CAS
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,0.1,,,"LITERATURE, ROMANCE(AHCI)",4,否,否,,,,,,JCR+CAS
ANALES DE LITERATURA CHILENA,0.1,,,"LITERATURE, ROMANCE(AHCI)",4,否,否,,,,,,JCR+CAS
ANALES DE LITERATURA ESPANOLA,0.3,,,"LITERATURE, ROMANCE(ESCI)",3,否,是,,,,,,JCR+CAS
ANALES DE LITERATURA HISPANOAMERICANA,0.1,,,"LITERATURE, ROMANCE(ESCI)",4,否,否,,,,,,JCR+CAS
ANALES DE PEDIATRIA,2.1,Q2,61/191,PEDIATRICS(SCIE),4,否,是,,,,,,JCR+CAS
ANALES DE PSICOLOGIA,1.3,Q3,126/221,"PSYCHOLOGY(SCIE);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)",4,否,是,,,,,,JCR+CAS
ANALES DEL INSTITUTO DE ACTUARIOS ESPANOLES,0.2,Q4,575/617,ECONOMICS(ESCI),4,否,否,,,,,,JCR+CAS
ANALES DEL JARDIN BOTANICO DE MADRID,0.3,Q4,264/273,PLANT SCIENCES(SCIE),4,否,是,,,,,,JCR+CAS
ANALES DEL SEMINARIO DE HISTORIA DE LA FILOSOFIA,0.2,,,PHILOSOPHY(AHCI),3,否,是,,,,,,JCR+CAS
ANALES DEL SISTEMA SANITARIO DE NAVARRA,0.6,Q4,388/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",4,否,否,,,,,,JCR+CAS
ANALES GALDOSIANOS,0.1,,,"LITERATURE, ROMANCE(ESCI)",4,否,否,,,,,,JCR+CAS
ANALI ZAVODA ZA POVIJESNE ZNANOSTI HRVATSKE AKADEMIJE ZNANOSTI I UMJETNOSTI U DUBROVNIKU,0.2,Q2,265/538,HISTORY(ESCI),4,否,是,,,,,,JCR+CAS
ANALISI-QUADERNS DE COMUNICACIO I CULTURA,0.9,Q3,135/227,COMMUNICATION(ESCI),4,否,是,,,,,,JCR+CAS
ANALISIS FILOSOFICO,0.6,,,PHILOSOPHY(ESCI),4,否,是,,,,,,JCR+CAS
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,1.4,Q4,276/366,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",4,否,否,09251030,15731979,Springer,United States,"Hardware and Architecture; Signal Processing; Surfaces, Coatings and Films",JCR+CAS+EI
ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY,1.8,Q2,31/68,"PSYCHOLOGY, SOCIAL(SSCI);SOCIAL ISSUES(SSCI)",4,否,否,,,,,,JCR+CAS
ANALYSES-REVUE DE CRITIQUE ET DE THEORIE LITTERAIRE,0.1,,,LITERARY THEORY & CRITICISM(ESCI),4,否,否,,,,,,JCR+CAS
ANALYSIS,0.9,,,PHILOSOPHY(AHCI),2,是,否,,,,,,JCR+CAS
ANALYSIS & PDE,1.9,Q1,38/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",1,是,否,,,,,,JCR+CAS
ANALYSIS & SENSING,2.9,Q2,52/111,"CHEMISTRY, ANALYTICAL(ESCI);NANOSCIENCE & NANOTECHNOLOGY(ESCI)",4,否,否,,,,,,JCR+CAS
ANALYSIS AND APPLICATIONS,2.4,Q1,24/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",2,否,否,,,,,,JCR+CAS
ANALYSIS AND GEOMETRY IN METRIC SPACES,0.6,Q3,282/483,MATHEMATICS(SCIE),3,否,是,,,,,,JCR+CAS
ANALYSIS AND MATHEMATICAL PHYSICS,1.6,Q1,53/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",3,否,否,,,,,,JCR+CAS
ANALYSIS AND SENSING,,,,,,,,-,26292742,Wiley-VCH Verlag,Germany,Biochemistry; Analytical Chemistry; Electrochemistry; Spectroscopy; Environmental Science (miscellaneous),EI
ANALYSIS IN THEORY AND APPLICATIONS,0.2,Q4,462/483,"MATHEMATICS(ESCI);MATHEMATICS, APPLIED(ESCI)",4,否,否,,,,,,JCR+CAS
ANALYSIS MATHEMATICA,0.5,Q3,334/483,MATHEMATICS(SCIE),4,否,否,,,,,,JCR+CAS
ANALYSIS OF VERBAL BEHAVIOR,0.8,Q3,156/221,"PSYCHOLOGY, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
ANALYSIS-INTERNATIONAL MATHEMATICAL JOURNAL OF ANALYSIS AND ITS APPLICATIONS,0.6,Q3,282/483,"MATHEMATICS(ESCI);MATHEMATICS, APPLIED(ESCI)",4,否,否,,,,,,JCR+CAS
ANALYST,3.3,Q2,41/111,"CHEMISTRY, ANALYTICAL(SCIE)",3,否,否,00032654,13645528,Royal Society of Chemistry,United Kingdom,Biochemistry; Analytical Chemistry; Electrochemistry; Spectroscopy; Environmental Chemistry,JCR+CAS+EI
ANALYTIC METHODS IN ACCIDENT RESEARCH,12.6,Q1,10/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI);TRANSPORTATION(SSCI)",1,是,否,22136657,-,Elsevier Ltd,United Kingdom,Safety Research; Transportation,JCR+CAS+EI
ANALYTIC PHILOSOPHY,0.4,,,PHILOSOPHY(AHCI),3,否,否,,,,,,JCR+CAS
ANALYTICA,3.6,Q2,37/111,"CHEMISTRY, ANALYTICAL(ESCI)",,,,,,,,,JCR
ANALYTICA CHIMICA ACTA,6.0,Q1,16/111,"CHEMISTRY, ANALYTICAL(SCIE)",2,是,否,00032670,18734324,Elsevier B.V.,Netherlands,Biochemistry; Analytical Chemistry; Spectroscopy; Environmental Chemistry,JCR+CAS+EI
ANALYTICAL & BIOANALYTICAL ELECTROCHEMISTRY,1.2,Q4,38/44,ELECTROCHEMISTRY(ESCI),4,否,否,,,,,,JCR+CAS
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,3.8,Q1,21/86,"BIOCHEMICAL RESEARCH METHODS(SCIE);CHEMISTRY, ANALYTICAL(SCIE)",2,否,否,16182642,16182650,Springer Science and Business Media Deutschland GmbH,Germany,Biochemistry; Analytical Chemistry,JCR+CAS+EI
ANALYTICAL AND BIOANALYTICAL CHEMISTRY RESEARCH,1.4,Q4,90/111,"CHEMISTRY, ANALYTICAL(ESCI)",4,否,是,,,,,,JCR+CAS
ANALYTICAL BIOCHEMISTRY,2.5,Q3,45/86,"BIOCHEMICAL RESEARCH METHODS(SCIE);BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, ANALYTICAL(SCIE)",4,否,否,00032697,10960309,Academic Press Inc.,United States,Biochemistry; Biophysics; Cell Biology; Molecular Biology,JCR+CAS+EI
ANALYTICAL CELLULAR PATHOLOGY,2.7,Q2,33/90,CELL BIOLOGY(SCIE);ONCOLOGY(SCIE);PATHOLOGY(SCIE),4,否,是,,,,,,JCR+CAS
ANALYTICAL CHEMISTRY,6.7,Q1,10/111,"CHEMISTRY, ANALYTICAL(SCIE)",1,是,否,00032700,15206882,American Chemical Society,United States,Analytical Chemistry,JCR+CAS+EI
ANALYTICAL CHEMISTRY LETTERS,1.6,Q4,84/111,"CHEMISTRY, ANALYTICAL(ESCI)",4,否,否,22297928,22307532,Taylor and Francis Ltd.,United Kingdom,Food Science; Chemistry (all); Analytical Chemistry; Electrochemistry; Spectroscopy; Environmental Chemistry; Materials Science (all); Materials Chemistry,JCR+CAS+EI
ANALYTICAL LETTERS,1.8,Q3,75/111,"CHEMISTRY, ANALYTICAL(SCIE)",4,否,否,,,,,,JCR+CAS
ANALYTICAL METHODS,2.6,Q2,13/44,"CHEMISTRY, ANALYTICAL(SCIE);FOOD SCIENCE & TECHNOLOGY(SCIE);SPECTROSCOPY(SCIE)",3,否,否,17599660,17599679,Royal Society of Chemistry,United Kingdom,Chemical Engineering (all); Analytical Chemistry; Engineering (all),JCR+CAS+EI
ANALYTICAL SCIENCE ADVANCES,4.1,Q1,25/111,"CHEMISTRY, ANALYTICAL(ESCI)",3,否,否,-,26285452,John Wiley and Sons Inc,United States,Chemical Engineering (miscellaneous); Process Chemistry and Technology; Analytical Chemistry; Biomedical Engineering; Environmental Science (miscellaneous); Materials Science (all),JCR+CAS+EI
ANALYTICAL SCIENCE AND TECHNOLOGY,0.3,Q4,106/111,"CHEMISTRY, ANALYTICAL(ESCI)",4,否,否,,,,,,JCR+CAS
ANALYTICAL SCIENCES,2.0,Q3,72/111,"CHEMISTRY, ANALYTICAL(SCIE)",4,否,否,09106340,13482246,Springer,Singapore,Analytical Chemistry,JCR+CAS+EI
ANAQUEL DE ESTUDIOS ARABES,0.2,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
ANASTHESIOLOGIE & INTENSIVMEDIZIN,0.5,Q4,55/68,ANESTHESIOLOGY(SCIE);CRITICAL CARE MEDICINE(SCIE),4,否,否,,,,,,JCR+CAS
ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,0.7,Q3,50/68,ANESTHESIOLOGY(SCIE);CRITICAL CARE MEDICINE(SCIE),4,否,否,,,,,,JCR+CAS
ANATOLIA-INTERNATIONAL JOURNAL OF TOURISM AND HOSPITALITY RESEARCH,1.4,Q3,89/139,"HOSPITALITY, LEISURE, SPORT & TOURISM(ESCI)",4,否,否,,,,,,JCR+CAS
ANATOLIAN JOURNAL OF CARDIOLOGY,1.5,Q3,149/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),4,否,是,,,,,,JCR+CAS
ANATOLIAN STUDIES,0.4,Q2,139/538,ARCHAEOLOGY(AHCI);HISTORY(AHCI),4,否,否,,,,,,JCR+CAS
ANATOMIA HISTOLOGIA EMBRYOLOGIA,1.0,Q3,106/170,ANATOMY & MORPHOLOGY(SCIE);VETERINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,2.1,Q1,5/22,ANATOMY & MORPHOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANATOMICAL SCIENCE INTERNATIONAL,1.7,Q2,9/22,ANATOMY & MORPHOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANATOMICAL SCIENCES EDUCATION,4.7,Q1,7/86,"EDUCATION, SCIENTIFIC DISCIPLINES(SCIE)",2,是,否,,,,,,JCR+CAS
ANATOMY & CELL BIOLOGY,1.2,Q3,14/22,ANATOMY & MORPHOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ANCIENT ASIA-JOURNAL OF THE SOCIETY OF SOUTH ASIAN ARCHAEOLOGY,<0.1,,,ARCHAEOLOGY(ESCI),4,否,是,,,,,,JCR+CAS
ANCIENT CIVILIZATIONS FROM SCYTHIA TO SIBERIA,<0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",3,否,否,,,,,,JCR+CAS
ANCIENT MESOAMERICA,0.8,,,ARCHAEOLOGY(AHCI),1,是,否,,,,,,JCR+CAS
ANCIENT NEAR EASTERN STUDIES,,,,,4,否,否,,,,,,CAS
ANCIENT PHILOSOPHY TODAY: DIALOGOI,0.3,Q4,85/112,HISTORY & PHILOSOPHY OF SCIENCE(ESCI);PHILOSOPHY(ESCI),,,,,,,,,JCR
ANCLAJES,0.1,,,LITERATURE(ESCI),3,否,是,,,,,,JCR+CAS
ANDAMIOS,0.2,Q4,224/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",4,否,否,,,,,,JCR+CAS
ANDEAN GEOLOGY,1.2,Q2,30/61,GEOLOGY(SCIE),4,否,是,,,,,,JCR+CAS
ANDES PEDIATRICA,0.5,Q4,154/191,PEDIATRICS(ESCI),4,否,是,,,,,,JCR+CAS
ANDROLOGIA,2.0,Q3,5/8,ANDROLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANDROLOGY,3.4,Q1,2/8,ANDROLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ANDULI,0.7,Q3,158/219,SOCIOLOGY(ESCI),4,否,是,,,,,,JCR+CAS
ANEMIA,2.6,Q2,42/98,HEMATOLOGY(ESCI),4,否,是,,,,,,JCR+CAS
ANESTEZIOLOGIE A INTENZIVNI MEDICINA,0.1,Q4,65/68,ANESTHESIOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ANESTHESIA AND ANALGESIA,3.8,Q1,9/68,ANESTHESIOLOGY(SCIE),2,是,否,,,,,,JCR+CAS
ANESTHESIA AND PAIN MEDICINE,3.2,Q1,13/68,ANESTHESIOLOGY(ESCI),,,,,,,,,JCR
ANESTHESIE & REANIMATION,0.1,Q4,65/68,ANESTHESIOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ANESTHESIOLOGY,9.1,Q1,2/68,ANESTHESIOLOGY(SCIE),1,是,否,,,,,,JCR+CAS
ANESTHESIOLOGY RESEARCH AND PRACTICE,1.3,Q3,38/68,ANESTHESIOLOGY(ESCI),3,否,是,,,,,,JCR+CAS
ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES,0.3,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",4,否,否,,,,,,JCR+CAS
ANGERMION-YEARBOOK FOR ANGLO-GERMAN LITERARY CRITICISM INTELLECTUAL HISTORY AND CULTURAL TRANSFERS-JAHRBUCH FUER BRITISCH-DEUTSCHE KULTURBEZIEHUNGEN,0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
ANGEWANDTE CHEMIE - INTERNATIONAL EDITION,,,,,,,,14337851,15213773,John Wiley and Sons Inc,Germany,Catalysis; Chemistry (all),EI
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.9,Q1,15/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
ANGIOGENESIS,9.2,Q1,3/98,PERIPHERAL VASCULAR DISEASE(SCIE),1,是,否,,,,,,JCR+CAS
ANGIOLOGIA,0.2,Q4,96/98,PERIPHERAL VASCULAR DISEASE(ESCI),4,否,否,,,,,,JCR+CAS
ANGIOLOGY,2.2,Q3,50/98,PERIPHERAL VASCULAR DISEASE(SCIE),3,否,否,,,,,,JCR+CAS
ANGLE ORTHODONTIST,3.2,Q1,27/162,"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)",2,否,是,,,,,,JCR+CAS
ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE,0.1,,,LANGUAGE & LINGUISTICS(AHCI);LITERATURE(AHCI),3,否,否,,,,,,JCR+CAS
ANIL AGGRAWALS INTERNET JOURNAL OF FORENSIC MEDICINE AND TOXICOLOGY,<0.1,Q4,326/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",4,否,否,,,,,,JCR+CAS
ANIMAL,4.2,Q1,7/170,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);VETERINARY SCIENCES(SCIE)",1,是,是,,,,,,JCR+CAS
ANIMAL BEHAVIOUR,2.1,Q1,24/181,BEHAVIORAL SCIENCES(SCIE);ZOOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
ANIMAL BIODIVERSITY AND CONSERVATION,1.4,Q3,44/73,BIODIVERSITY CONSERVATION(SCIE),4,否,是,,,,,,JCR+CAS
ANIMAL BIOLOGY,0.9,Q3,116/181,ZOOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANIMAL BIOSCIENCE,2.5,Q1,17/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",2,否,否,,,,,,JCR+CAS
ANIMAL BIOTECHNOLOGY,1.8,Q2,35/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)",3,否,否,10495398,15322378,Taylor and Francis Ltd.,United States,Animal Science and Zoology; Biotechnology; Bioengineering,JCR+CAS+EI
ANIMAL BIOTELEMETRY,2.5,Q1,24/119,BIODIVERSITY CONSERVATION(SCIE);ECOLOGY(SCIE);MARINE & FRESHWATER BIOLOGY(SCIE),3,否,是,,,,,,JCR+CAS
ANIMAL CELLS AND SYSTEMS,3.2,Q1,9/181,CELL BIOLOGY(SCIE);ZOOLOGY(SCIE),3,否,是,,,,,,JCR+CAS
ANIMAL COGNITION,2.1,Q1,24/181,BEHAVIORAL SCIENCES(SCIE);ZOOLOGY(SCIE),2,否,是,,,,,,JCR+CAS
ANIMAL CONSERVATION,2.6,Q2,21/73,BIODIVERSITY CONSERVATION(SCIE);ECOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
ANIMAL DISEASES,2.0,Q2,43/170,VETERINARY SCIENCES(ESCI),,,,,,,,,JCR
ANIMAL FEED SCIENCE AND TECHNOLOGY,2.7,Q1,15/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",2,否,否,,,,,,JCR+CAS
ANIMAL FRONTIERS,4.2,Q1,5/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",2,否,是,,,,,,JCR+CAS
ANIMAL GENETICS,2.1,Q2,25/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);GENETICS & HEREDITY(SCIE)",4,否,否,,,,,,JCR+CAS
ANIMAL HEALTH RESEARCH REVIEWS,5.6,Q1,3/170,VETERINARY SCIENCES(SCIE),2,否,否,,,,,,JCR+CAS
ANIMAL MICROBIOME,4.4,Q1,6/170,MICROBIOLOGY(ESCI);VETERINARY SCIENCES(ESCI),2,否,是,,,,,,JCR+CAS
ANIMAL MODELS AND EXPERIMENTAL MEDICINE,3.4,Q2,75/195,"BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI);MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)",2,否,是,,,,,,JCR+CAS
ANIMAL NUTRITION,7.5,Q1,2/170,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);VETERINARY SCIENCES(SCIE)",1,是,是,,,,,,JCR+CAS
ANIMAL PRODUCTION SCIENCE,1.2,Q3,51/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",4,否,否,,,,,,JCR+CAS
ANIMAL REPRODUCTION,2.1,Q2,25/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",4,否,是,,,,,,JCR+CAS
ANIMAL REPRODUCTION SCIENCE,3.3,Q1,11/170,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);REPRODUCTIVE BIOLOGY(SCIE);VETERINARY SCIENCES(SCIE)",2,否,否,,,,,,JCR+CAS
ANIMAL SCIENCE JOURNAL,1.2,Q3,51/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",3,否,否,,,,,,JCR+CAS
ANIMAL SCIENCE PAPERS AND REPORTS,1.1,Q3,58/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",4,否,否,,,,,,JCR+CAS
ANIMAL TAXONOMY AND ECOLOGY,,,,ZOOLOGY(SCIE),,,,,,,,,
ANIMAL WELFARE,2.3,Q1,17/181,VETERINARY SCIENCES(SCIE);ZOOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ANIMALS,2.7,Q1,21/170,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE);VETERINARY SCIENCES(SCIE)",2,否,是,,,,,,JCR+CAS
ANIMATION-AN INTERDISCIPLINARY JOURNAL,0.6,,,"FILM, RADIO, TELEVISION(AHCI)",2,是,否,,,,,,JCR+CAS
ANKARA AVRUPA CALISMALARI DERGISI-ANKARA REVIEW OF EUROPEAN STUDIES,0.1,Q4,162/182,AREA STUDIES(ESCI),4,否,是,,,,,,JCR+CAS
ANKARA UNIVERSITESI EGITIM BILIMLERI FAKULTESI OZEL EGITIM DERGISI-ANKARA UNIVERSITY FACULTY OF EDUCATIONAL SCIENCES JOURNAL OF SPECIAL EDUCATION,0.6,Q4,59/62,"EDUCATION, SPECIAL(ESCI)",4,否,是,,,,,,JCR+CAS
ANKARA UNIVERSITESI VETERINER FAKULTESI DERGISI,0.9,Q3,112/170,VETERINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ANNALEN DER PHYSIK,2.5,Q2,43/114,"PHYSICS, MULTIDISCIPLINARY(SCIE)",3,否,否,00033804,15213889,John Wiley and Sons Inc,Germany,Physics and Astronomy (all),JCR+CAS+EI
ANNALES BOTANICI FENNICI,0.9,Q4,211/273,PLANT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES D ENDOCRINOLOGIE,2.9,Q3,96/191,ENDOCRINOLOGY & METABOLISM(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES DE BIOLOGIE CLINIQUE,0.4,Q4,182/195,"MEDICAL LABORATORY TECHNOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)",4,否,否,,,,,,JCR+CAS
ANNALES DE BRETAGNE ET DES PAYS DE L OUEST,<0.1,Q4,479/538,HISTORY(AHCI),4,否,否,,,,,,JCR+CAS
ANNALES DE CHIMIE-SCIENCE DES MATERIAUX,1.1,Q4,393/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
ANNALES DE CHIRURGIE PLASTIQUE ESTHETIQUE,0.5,Q4,271/312,SURGERY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,2.8,Q2,31/96,DERMATOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES DE L INSTITUT FOURIER,0.7,Q2,239/483,MATHEMATICS(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES DE L INSTITUT HENRI POINCARE D,1.4,Q3,34/61,"PHYSICS, MATHEMATICAL(ESCI)",2,否,是,,,,,,JCR+CAS
ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,2.2,Q1,53/343,"MATHEMATICS, APPLIED(SCIE)",2,否,是,,,,,,JCR+CAS
ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,1.6,Q2,51/167,STATISTICS & PROBABILITY(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES DE L'INSTITUT HENRI POINCARE (C) ANALYSE NON LINEAIRE,,,,,,,,02941449,18731430,European Mathematical Society Publishing House,France,Analysis; Applied Mathematics; Mathematical Physics,EI
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,0.7,Q4,85/110,ENTOMOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES DE PALEONTOLOGIE,0.7,Q4,49/56,PALEONTOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES DE PATHOLOGIE,0.5,Q4,84/90,PATHOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES DES TELECOMMUNICATIONS/ANNALS OF TELECOMMUNICATIONS,,,,,,,,00034347,19589395,Springer Science and Business Media Deutschland GmbH,Switzerland,Electrical and Electronic Engineering,EI
ANNALES FENNICI MATHEMATICI,1.1,Q1,108/483,MATHEMATICS(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES FRANCAISES DE MEDECINE D URGENCE,0.3,Q4,50/56,EMERGENCY MEDICINE(ESCI),4,否,否,,,,,,JCR+CAS
ANNALES GEOPHYSICAE,1.9,Q3,45/84,"ASTRONOMY & ASTROPHYSICS(SCIE);GEOSCIENCES, MULTIDISCIPLINARY(SCIE);METEOROLOGY & ATMOSPHERIC SCIENCES(SCIE)",3,否,是,,,,,,JCR+CAS
ANNALES HENRI POINCARE,1.3,Q3,68/114,"PHYSICS, MATHEMATICAL(SCIE);PHYSICS, MULTIDISCIPLINARY(SCIE);PHYSICS, PARTICLES & FIELDS(SCIE)",3,否,否,,,,,,JCR+CAS
ANNALES HISTORIQUES DE LA REVOLUTION FRANCAISE,0.1,Q3,363/538,HISTORY(AHCI),4,否,否,,,,,,JCR+CAS
ANNALES INSTITUTI ARCHAEOLOGICI,0.3,,,ARCHAEOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ANNALES MATHEMATICAE ET INFORMATICAE,0.3,Q4,432/483,MATHEMATICS(ESCI),4,否,否,,,,,,JCR+CAS
ANNALES MATHEMATICAE SILESIANAE,0.4,Q4,383/483,"MATHEMATICS(ESCI);MATHEMATICS, APPLIED(ESCI)",4,否,是,,,,,,JCR+CAS
ANNALES MATHEMATIQUES DU QUEBEC,0.4,Q4,383/483,MATHEMATICS(ESCI),4,否,否,,,,,,JCR+CAS
ANNALES MEDICO-PSYCHOLOGIQUES,0.5,Q4,261/288,PSYCHIATRY(SCIE);PSYCHOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES PHARMACEUTIQUES FRANCAISES,1.1,Q4,300/352,PHARMACOLOGY & PHARMACY(ESCI),4,否,否,,,,,,JCR+CAS
ANNALES POLONICI MATHEMATICI,0.3,Q4,432/483,MATHEMATICS(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,1.6,Q1,53/483,MATHEMATICS(SCIE),1,是,否,,,,,,JCR+CAS
ANNALES SOCIETATIS GEOLOGORUM POLONIAE,0.9,Q3,37/61,GEOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES UNIVERSITATIS PAEDAGOGICAE CRACOVIENSIS-STUDIA MATHEMATICA,0.2,Q4,462/483,MATHEMATICS(ESCI),4,否,是,,,,,,JCR+CAS
ANNALES ZOOLOGICI,0.9,Q3,72/110,ENTOMOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ANNALES ZOOLOGICI FENNICI,0.8,Q3,131/181,ECOLOGY(SCIE);ZOOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ANNALES-ANALI ZA ISTRSKE IN MEDITERANSKE STUDIJE-SERIES HISTORIA ET SOCIOLOGIA,0.2,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",4,否,是,,,,,,JCR+CAS
ANNALI DELL ISTITUTO STORICO ITALO-GERMANICO IN TRENTO,,,,HISTORY(ESCI),,,,,,,,,
ANNALI DELL ISTITUTO SUPERIORE DI SANITA,1.7,Q3,264/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)",4,否,是,,,,,,JCR+CAS
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,1.3,Q1,71/483,MATHEMATICS(SCIE),2,否,否,,,,,,JCR+CAS
ANNALI DI BOTANICA,0.6,Q4,245/273,ENVIRONMENTAL SCIENCES(SCIE);PLANT SCIENCES(SCIE),4,否,是,,,,,,JCR+CAS
ANNALI DI IGIENE MEDICINA PREVENTIVA E DI COMUNITA,1.3,Q4,146/185,HEALTH CARE SCIENCES & SERVICES(ESCI),4,否,否,,,,,,JCR+CAS
ANNALI DI MATEMATICA PURA ED APPLICATA,0.9,Q2,159/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",3,否,否,,,,,,JCR+CAS
ANNALI DI STORIA DELLE UNIVERSITA ITALIANE,0.4,Q2,139/538,HISTORY(ESCI),4,否,否,,,,,,JCR+CAS
ANNALI ITALIANI DI CHIRURGIA,0.5,Q4,271/312,SURGERY(SCIE),4,否,否,,,,,,JCR+CAS
